3594; DUDELANGE                               ; N; 0000; 0000; 28.07.2000
3595; DUDELANGE                               ; N; 0000; 0000; 28.07.2000
3596; DUDELANGE                               ; N; 0000; 0000; 28.07.2000
3597; DUDELANGE                               ; N; 0000; 0000; 28.07.2000
3598; DUDELANGE                               ; N; 0000; 0000; 28.07.2000
3601; KAYL                                    ; B; 0001; 0099; 28.07.2000
3611; KAYL                                    ; N; 0000; 0000; 28.07.2000
3612; KAYL                                    ; N; 0000; 0000; 28.07.2000
3613; KAYL                                    ; N; 0000; 0000; 28.07.2000
3614; KAYL                                    ; N; 0000; 0000; 28.07.2000
3615; KAYL                                    ; N; 0000; 0000; 28.07.2000
3616; KAYL                                    ; N; 0000; 0000; 28.07.2000
3617; KAYL                                    ; N; 0000; 0000; 28.07.2000
3620; KAYL                                    ; N; 0000; 0000; 28.07.2000
3621; KAYL                                    ; N; 0000; 0000; 28.07.2000
3622; KAYL                                    ; N; 0000; 0000; 28.07.2000
3630; KAYL                                    ; N; 0000; 0000; 28.07.2000
3631; KAYL                                    ; N; 0000; 0000; 28.07.2000
3635; KAYL                                    ; N; 0000; 0000; 28.07.2000
3636; KAYL                                    ; N; 0000; 0000; 28.07.2000
3637; KAYL                                    ; N; 0000; 0000; 28.07.2000
3638; KAYL                                    ; N; 0000; 0000; 28.07.2000
3640; KAYL                                    ; N; 0000; 0000; 28.07.2000
3641; KAYL                                    ; N; 0000; 0000; 28.07.2000
3642; KAYL                                    ; N; 0000; 0000; 28.07.2000
3643; KAYL                                    ; N; 0000; 0000; 28.07.2000
3644; KAYL                                    ; N; 0000; 0000; 28.07.2000
3650; KAYL                                    ; N; 0000; 0000; 28.07.2000
3651; KAYL                                    ; N; 0000; 0000; 28.07.2000
3652; KAYL                                    ; N; 0000; 0000; 28.07.2000
3653; KAYL                                    ; N; 0000; 0000; 28.07.2000
3654; KAYL                                    ; N; 0000; 0000; 28.07.2000
3655; KAYL                                    ; N; 0000; 0000; 28.07.2000
3656; KAYL                                    ; N; 0000; 0000; 28.07.2000
3657; KAYL                                    ; N; 0000; 0000; 28.07.2000
3658; KAYL                                    ; N; 0000; 0000; 28.07.2000
3660; KAYL                                    ; N; 0000; 0000; 28.07.2000
3670; KAYL                                    ; N; 0000; 0000; 28.07.2000
3671; KAYL                                    ; N; 0000; 0000; 28.07.2000
3672; KAYL                                    ; N; 0000; 0000; 28.07.2000
3673; KAYL                                    ; N; 0000; 0000; 28.07.2000
3674; KAYL                                    ; N; 0000; 0000; 28.07.2000
3675; KAYL                                    ; N; 0000; 0000; 28.07.2000
3676; KAYL                                    ; N; 0000; 0000; 28.07.2000
3677; KAYL                                    ; N; 0000; 0000; 27.11.2013
3678; KAYL                                    ; N; 0000; 0000; 27.11.2013
3679; KAYL                                    ; N; 0000; 0000; 27.11.2013
3680; KAYL                                    ; N; 0000; 0000; 27.11.2013
3681; KAYL                                    ; N; 0000; 0000; 27.11.2013
3682; KAYL                                    ; N; 0000; 0000; 27.11.2013
3701; RUMELANGE                               ; B; 0001; 0099; 28.07.2000
3705; TETANGE                                 ; B; 0001; 0099; 28.07.2000
3710; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3711; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3712; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3713; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3714; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3715; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3716; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3717; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3718; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3719; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3720; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3721; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3722; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3723; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3724; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3725; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3726; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3727; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3728; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3729; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3730; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3731; RUMELANGE                               ; N; 0000; 0000; 15.03.2018
3732; RUMELANGE                               ; N; 0000; 0000; 01.03.2019
3733; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3734; RUMELANGE                               ; N; 0000; 0000; 10.10.2005
3735; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3736; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3737; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3738; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3739; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3740; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3741; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3742; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3743; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3744; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3750; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3751; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3752; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3753; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3754; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3755; RUMELANGE                               ; N; 0000; 0000; 28.07.2000
3761; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3762; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3763; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3764; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3765; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3766; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3767; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3768; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3770; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3771; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3772; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3773; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3774; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3775; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3776; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3780; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3781; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3782; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3784; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3786; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3787; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3788; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3789; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3790; TETANGE                                 ; N; 0000; 0000; 28.07.2000
3801; SCHIFFLANGE                             ; B; 0001; 0099; 28.07.2000
3810; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3811; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3812; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3813; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3814; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3815; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3816; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3817; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3818; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3819; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3820; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3821; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3822; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3823; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3824; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3825; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3826; SCHIFFLANGE                             ; N; 0000; 0000; 07.03.2013
3830; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3831; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3832; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3833; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3834; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3835; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3836; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3837; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3838; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3839; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3840; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3841; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3842; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3843; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3844; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3850; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3851; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3852; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3853; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3854; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3855; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3856; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3857; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3858; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3859; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3860; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3861; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3862; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3863; SCHIFFLANGE                             ; N; 0000; 0000; 14.11.2008
3864; SCHIFFLANGE                             ; N; 0000; 0000; 13.04.2016
3870; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3871; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3872; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3873; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3874; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3875; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3876; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3877; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3878; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3879; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3880; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3881; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3882; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3883; SCHIFFLANGE                             ; N; 0000; 0000; 28.07.2000
3884; SCHIFFLANGE                             ; N; 0000; 0000; 11.03.2014
3895; FOETZ                                   ; N; 0000; 0000; 28.07.2000
3896; FOETZ                                   ; N; 0000; 0000; 28.07.2000
3897; FOETZ                                   ; N; 0000; 0000; 28.07.2000
3898; FOETZ                                   ; N; 0000; 0000; 28.07.2000
3899; FOETZ                                   ; N; 0000; 0000; 28.07.2000
3901; MONDERCANGE                             ; B; 0001; 0099; 28.07.2000
3909; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3910; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3911; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3912; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3913; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3914; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3915; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3916; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3917; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3918; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3919; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3920; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3921; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3922; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3923; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3924; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3925; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3926; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3927; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3928; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3929; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3930; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3931; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3932; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3933; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3934; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3935; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3936; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3937; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3938; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3939; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3940; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3941; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3943; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3944; MONDERCANGE                             ; N; 0000; 0000; 28.07.2000
3945; MONDERCANGE                             ; N; 0000; 0000; 01.10.2015
3960; EHLANGE                                 ; N; 0000; 0000; 28.07.2000
3961; EHLANGE                                 ; N; 0000; 0000; 28.07.2000
3980; WICKRANGE                               ; N; 0000; 0000; 28.07.2000
3985; PISSANGE                                ; N; 0000; 0000; 28.07.2000
4001; ESCH-SUR-ALZETTE                        ; B; 0001; 0099; 28.07.2000
4002; ESCH-SUR-ALZETTE                        ; B; 0100; 0199; 28.07.2000
4003; ESCH-SUR-ALZETTE                        ; B; 0200; 0299; 28.07.2000
4004; ESCH-SUR-ALZETTE                        ; B; 0300; 0399; 28.07.2000
4005; ESCH-SUR-ALZETTE                        ; B; 0400; 0499; 28.07.2000
4008; ESCHSURALZETTE                          ; N; 0000; 0000; 27.06.2011
4010; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4011; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4012; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4013; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4014; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4015; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4016; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4017; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4018; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4019; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4020; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4021; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4022; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4023; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4024; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4025; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4026; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4027; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4028; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4029; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4030; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4031; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4032; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4033; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4034; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4035; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4036; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4037; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4038; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4039; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4040; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4041; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4042; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4043; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4044; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4045; ESCHSURALZETTE                          ; N; 0000; 0000; 03.02.2004
4046; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 11.10.2006
4047; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 11.10.2006
4048; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 27.06.2007
4049; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 03.02.2010
4050; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4051; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4052; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4053; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4054; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4055; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4056; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4057; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4058; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 11.10.2006
4059; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4060; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4061; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4062; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4063; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4064; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4065; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4066; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4067; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4068; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4069; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4070; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4071; ESCHSURALZETTE                          ; N; 0000; 0000; 06.05.2010
4072; ESCHSURALZETTE                          ; N; 0000; 0000; 04.01.2011
4073; ESCHSURALZETTE                          ; N; 0000; 0000; 11.07.2013
4074; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 20.11.2014
4080; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4081; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4082; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4083; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4084; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4085; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4086; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4088; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 20.11.2014
4101; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4102; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4103; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4104; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4105; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4106; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4107; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4108; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4109; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4110; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4111; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4112; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4113; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4114; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4115; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4116; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 03.02.2010
4118; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4119; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 20.11.2014
4120; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4121; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4122; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4123; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4125; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4126; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 20.11.2014
4130; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4131; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4132; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4133; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4134; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4135; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4136; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4137; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4138; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4139; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4140; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4141; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4142; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4143; ESCHSURALZETTE                          ; N; 0000; 0000; 04.01.2011
4149; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4150; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4151; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4152; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4153; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4154; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4155; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4156; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4164; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 11.10.2006
4165; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4166; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4167; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4168; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4169; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4170; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4171; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4172; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4173; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4174; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4175; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4176; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4177; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4178; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4179; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4180; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 11.10.2006
4201; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4202; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4203; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4204; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4205; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4206; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4207; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4208; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4209; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4210; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4211; ESCH-SUR-ALZETTE                        ; N; 0000; 0000; 03.02.2010
4213; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4214; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4216; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4217; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4220; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4221; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4222; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4230; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4231; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4232; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4233; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4234; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4235; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4236; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4237; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4238; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4239; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4240; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4241; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4242; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4243; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4244; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4245; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4246; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4247; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4248; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4249; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4250; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4251; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
4252; ESCHSURALZETTE                          ; N; 0000; 0000; 28.07.2000
