8383; KOERICH                                 ; N; 0000; 0000; 28.07.2000
8384; KOERICH                                 ; N; 0000; 0000; 28.07.2000
8385; KOERICH                                 ; N; 0000; 0000; 28.07.2000
8386; KOERICH                                 ; N; 0000; 0000; 28.07.2000
8387; KOERICH                                 ; N; 0000; 0000; 28.07.2000
8388; KOERICH                                 ; N; 0000; 0000; 28.07.2000
8389; GRASS                                   ; N; 0000; 0000; 01.12.2016
8390; NOSPELT                                 ; N; 0000; 0000; 28.07.2000
8391; NOSPELT                                 ; N; 0000; 0000; 28.07.2000
8392; NOSPELT                                 ; N; 0000; 0000; 28.07.2000
8393; OLM                                     ; N; 0000; 0000; 28.07.2000
8394; OLM                                     ; N; 0000; 0000; 28.07.2000
8395; SEPTFONTAINES                           ; N; 0000; 0000; 28.07.2000
8396; SEPTFONTAINES                           ; N; 0000; 0000; 28.07.2000
8398; ROODTSEPTFONTAINES                      ; N; 0000; 0000; 28.07.2000
8399; WINDHOF                                 ; N; 0000; 0000; 28.07.2000
8401; STEINFORT                               ; B; 0001; 0099; 28.07.2000
8410; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8411; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8412; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8413; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8414; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8415; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8416; STEINFORT                               ; N; 0000; 0000; 06.09.2017
8420; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8421; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8422; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8423; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8424; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8425; STEINFORT                               ; N; 0000; 0000; 27.06.2018
8435; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8436; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8437; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8438; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8439; STEINFORT                               ; N; 0000; 0000; 13.05.2019
8440; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8441; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8442; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8443; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8444; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8445; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8447; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8448; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8449; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8450; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8451; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8452; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8453; STEINFORT                               ; N; 0000; 0000; 28.07.2000
8460; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8461; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8462; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8463; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8464; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8465; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8466; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8467; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8468; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8469; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8470; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8471; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8472; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8473; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8474; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8475; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8476; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8477; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8478; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8479; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8480; EISCHEN                                 ; N; 0000; 0000; 28.07.2000
8501; REDANGE-SUR-ATTERT                      ; B; 0001; 0099; 28.07.2000
8505; NOERDANGE                               ; B; 0001; 0099; 28.07.2000
8506; REDANGESURATTERT                        ; N; 0000; 0000; 28.07.2000
8507; REDANGESURATTERT                        ; N; 0000; 0000; 28.07.2000
8508; REDANGESURATTERT                        ; N; 0000; 0000; 28.07.2000
8509; REDANGESURATTERT                        ; N; 0000; 0000; 28.07.2000
8510; REDANGESURATTERT                        ; N; 0000; 0000; 28.07.2000
8511; REDANGESURATTERT                        ; N; 0000; 0000; 28.07.2000
8512; REDANGE/ATTERT                          ; N; 0000; 0000; 27.05.2019
8521; BECKERICH                               ; N; 0000; 0000; 28.07.2000
8522; BECKERICH                               ; N; 0000; 0000; 28.07.2000
8523; BECKERICH                               ; N; 0000; 0000; 28.07.2000
8525; CALMUS                                  ; N; 0000; 0000; 28.07.2000
8526; COLPACHBAS                              ; N; 0000; 0000; 28.07.2000
8527; COLPACHBAS                              ; N; 0000; 0000; 28.07.2000
8528; COLPACHHAUT                             ; N; 0000; 0000; 28.07.2000
8529; EHNER                                   ; N; 0000; 0000; 28.07.2000
8530; ELL                                     ; N; 0000; 0000; 28.07.2000
8531; ELL                                     ; N; 0000; 0000; 28.07.2000
8533; ELVANGEBECKERICH                        ; N; 0000; 0000; 28.07.2000
8537; HOSTERTRAMBROUCH                        ; N; 0000; 0000; 28.07.2000
8538; HOVELANGE                               ; N; 0000; 0000; 28.07.2000
8539; HUTTANGE                                ; N; 0000; 0000; 28.07.2000
8540; OSPERN                                  ; N; 0000; 0000; 28.07.2000
8541; KAPWEILER                               ; N; 0000; 0000; 28.07.2000
8542; LANNEN                                  ; N; 0000; 0000; 28.07.2000
8543; LEVELANGE                               ; N; 0000; 0000; 28.07.2000
8544; NAGEM                                   ; N; 0000; 0000; 28.07.2000
8545; NIEDERPALLEN                            ; N; 0000; 0000; 28.07.2000
8546; HOSTERTRAMBROUCH                        ; N; 0000; 0000; 28.07.2000
8550; NOERDANGE                               ; N; 0000; 0000; 28.07.2000
8551; NOERDANGE                               ; N; 0000; 0000; 28.07.2000
8552; OBERPALLEN                              ; N; 0000; 0000; 28.07.2000
8557; PETITNOBRESSART                         ; N; 0000; 0000; 28.07.2000
8558; BETTBORN                                ; N; 0000; 0000; 28.07.2000
8560; ROODTREDANGE                            ; N; 0000; 0000; 28.07.2000
8561; SCHWEBACH                               ; N; 0000; 0000; 28.07.2000
8562; SCHWEICH                                ; N; 0000; 0000; 28.07.2000
8569; SCHWEBACH                               ; N; 0000; 0000; 01.12.2003
8601; BETTBORN                                ; B; 0001; 0099; 28.07.2000
8606; BETTBORN                                ; N; 0000; 0000; 28.07.2000
8609; BETTBORN                                ; N; 0000; 0000; 15.06.2011
8610; BUSCHRODT                               ; N; 0000; 0000; 28.07.2000
8611; PLATEN                                  ; N; 0000; 0000; 28.07.2000
8612; PRATZ                                   ; N; 0000; 0000; 28.07.2000
8613; PRATZ                                   ; N; 0000; 0000; 28.07.2000
8614; REIMBERG                                ; N; 0000; 0000; 28.07.2000
8615; PLATEN                                  ; N; 0000; 0000; 28.07.2000
8620; SCHANDEL                                ; N; 0000; 0000; 28.07.2000
8701; USELDANGE                               ; B; 0001; 0099; 28.07.2000
8705; USELDANGE                               ; N; 0000; 0000; 28.07.2000
8706; USELDANGE                               ; N; 0000; 0000; 28.07.2000
8707; USELDANGE                               ; N; 0000; 0000; 28.07.2000
8708; USELDANGE                               ; N; 0000; 0000; 28.07.2000
8710; BOEVANGESURATTERT                       ; N; 0000; 0000; 28.07.2000
8711; BOEVANGESURATTERT                       ; N; 0000; 0000; 28.07.2000
8712; BOEVANGESURATTERT                       ; N; 0000; 0000; 06.09.2011
8715; EVERLANGE                               ; N; 0000; 0000; 28.07.2000
8720; RIPPWEILER                              ; N; 0000; 0000; 28.07.2000
8801; RAMBROUCH                               ; B; 0001; 0099; 28.07.2000
8802; PERLE                                   ; B; 0001; 0099; 28.07.2000
8805; RAMBROUCH                               ; N; 0000; 0000; 28.07.2000
8806; RAMBROUCH                               ; N; 0000; 0000; 28.07.2000
8808; ARSDORF                                 ; N; 0000; 0000; 28.07.2000
8809; ARSDORF                                 ; N; 0000; 0000; 28.07.2000
8811; BILSDORF                                ; N; 0000; 0000; 28.07.2000
8812; BIGONVILLE                              ; N; 0000; 0000; 28.07.2000
8813; BIGONVILLE                              ; N; 0000; 0000; 28.07.2000
8814; BIGONVILLE                              ; N; 0000; 0000; 28.07.2000
8816; BRATTERT                                ; N; 0000; 0000; 28.07.2000
8817; ESCHETTE                                ; N; 0000; 0000; 28.07.2000
8818; GREVELS                                 ; N; 0000; 0000; 28.07.2000
8819; HEISPELTWAHL                            ; N; 0000; 0000; 28.07.2000
8820; HOLTZ                                   ; N; 0000; 0000; 28.07.2000
8821; KOETSCHETTE                             ; N; 0000; 0000; 28.07.2000
8822; KUBORN                                  ; N; 0000; 0000; 28.07.2000
8823; MARTELANGEHAUT                          ; N; 0000; 0000; 28.07.2000
8824; PERLE                                   ; N; 0000; 0000; 28.07.2000
8825; PERLE                                   ; N; 0000; 0000; 28.07.2000
8826; PERLE                                   ; N; 0000; 0000; 28.07.2000
8831; RINDSCHLEIDEN                           ; N; 0000; 0000; 28.07.2000
8832; ROMBACHMARTELANGE                       ; N; 0000; 0000; 28.07.2000
8833; WOLWELANGE                              ; N; 0000; 0000; 28.07.2000
8834; FOLSCHETTE                              ; N; 0000; 0000; 28.07.2000
8835; FOLSCHETTE                              ; N; 0000; 0000; 28.07.2000
8838; WAHL                                    ; N; 0000; 0000; 28.07.2000
9001; ETTELBRUCK                              ; B; 0001; 0099; 28.07.2000
9002; ETTELBRUCK                              ; B; 0100; 0199; 28.07.2000
9003; ETTELBRUCK                              ; B; 0200; 0299; 28.07.2000
9004; ETTELBRUCK                              ; B; 0300; 0399; 28.07.2000
9006; GROSBOUS                                ; B; 0001; 0099; 28.07.2000
9007; MERTZIG                                 ; B; 0001; 0099; 28.07.2000
9008; SCHIEREN                                ; B; 0001; 0099; 28.07.2000
9010; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9011; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9012; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9013; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9014; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9015; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9016; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9017; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9018; WARKEN                                  ; N; 0000; 0000; 28.07.2000
9019; WARKEN                                  ; N; 0000; 0000; 28.07.2000
9020; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9021; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9022; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9023; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9024; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9025; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9026; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9027; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9028; WARKEN                                  ; N; 0000; 0000; 28.07.2000
9029; WARKEN                                  ; N; 0000; 0000; 28.07.2000
9030; WARKEN                                  ; N; 0000; 0000; 28.07.2000
9031; WARKEN                                  ; N; 0000; 0000; 03.02.2012
9032; WARKEN                                  ; N; 0000; 0000; 16.12.2016
9033; WARKEN                                  ; N; 0000; 0000; 16.12.2016
9040; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9041; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9042; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9043; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9044; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9045; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9046; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9047; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9048; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9050; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9051; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9052; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9053; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9054; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9055; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9056; ETTELBRUCK                              ; N; 0000; 0000; 26.03.2012
9057; ETTELBRUCK                              ; N; 0000; 0000; 09.10.2017
9060; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9061; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9062; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9063; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9064; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9065; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9066; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9067; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9068; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9069; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9070; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9071; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9072; ETTELBRUCK                              ; N; 0000; 0000; 20.05.2015
9079; ETTELBRUCK                              ; N; 0000; 0000; 09.10.2017
9080; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9081; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9082; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9083; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9084; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9085; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9086; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9087; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9088; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9089; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9090; WARKEN                                  ; N; 0000; 0000; 28.07.2000
9091; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9092; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9093; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9094; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9098; ETTELBRUCK                              ; N; 0000; 0000; 28.07.2000
9099; INGELDORF                               ; N; 0000; 0000; 28.07.2000
9115; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9116; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9117; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9118; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9119; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9120; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9121; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9122; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9123; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9124; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9125; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9126; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9127; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9128; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9129; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9130; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9131; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9132; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9133; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9134; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9135; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9136; SCHIEREN                                ; N; 0000; 0000; 28.07.2000
9137; SCHIEREN                                ; N; 0000; 0000; 05.01.2009
9140; BOURSCHEID                              ; N; 0000; 0000; 28.07.2000
9142; BURDEN                                  ; N; 0000; 0000; 21.07.2003
9144; DELLEN                                  ; N; 0000; 0000; 28.07.2000
9145; ERPELDANGEETTELBRUCK                    ; N; 0000; 0000; 28.07.2000
9146; ERPELDANGEETTELBRUCK                    ; N; 0000; 0000; 28.07.2000
9147; ERPELDANGEETTELBRUCK                    ; N; 0000; 0000; 28.07.2000
9148; ERPELDANGE-SUR-SURE                     ; N; 0000; 0000; 13.02.2020
9149; ERPELDANGE-SUR-SURE                     ; N; 0000; 0000; 13.01.2022
9150; ESCHDORF                                ; N; 0000; 0000; 28.07.2000
9151; ESCHDORF                                ; N; 0000; 0000; 28.07.2000
9153; DIRBACH                                 ; N; 0000; 0000; 28.07.2000
9154; GROSBOUS                                ; N; 0000; 0000; 28.07.2000
9155; GROSBOUS                                ; N; 0000; 0000; 28.07.2000
9156; HEIDERSCHEID                            ; N; 0000; 0000; 28.07.2000
9157; HEIDERSCHEID                            ; N; 0000; 0000; 28.07.2000
9158; HEIDERSCHEID                            ; N; 0000; 0000; 28.07.2000
9160; INGELDORF                               ; N; 0000; 0000; 28.07.2000
9161; INGELDORF                               ; N; 0000; 0000; 28.07.2000
9163; KEHMEN                                  ; N; 0000; 0000; 28.07.2000
9164; LIPPERSCHEID                            ; N; 0000; 0000; 28.07.2000
9165; MERSCHEIDHEIDERSCHEI                    ; N; 0000; 0000; 28.07.2000
9166; MERTZIG                                 ; N; 0000; 0000; 28.07.2000
9167; MERTZIG                                 ; N; 0000; 0000; 28.07.2000
9168; MERTZIG                                 ; N; 0000; 0000; 28.07.2000
9169; MERTZIG                                 ; N; 0000; 0000; 28.07.2000
9170; MERTZIG                                 ; N; 0000; 0000; 28.07.2000
9171; MICHELAU                                ; N; 0000; 0000; 28.07.2000
9172; MICHELAU                                ; N; 0000; 0000; 28.07.2000
9173; MICHELBOUCH                             ; N; 0000; 0000; 28.07.2000
9175; NIEDERFEULEN                            ; N; 0000; 0000; 28.07.2000
9176; NIEDERFEULEN                            ; N; 0000; 0000; 28.07.2000
9177; NIEDERFEULEN                            ; N; 0000; 0000; 28.07.2000
9178; NIEDERFEULEN                            ; N; 0000; 0000; 04.09.2019
9179; OBERFEULEN                              ; N; 0000; 0000; 28.07.2000
9180; OBERFEULEN                              ; N; 0000; 0000; 28.07.2000
9181; RINGEL                                  ; N; 0000; 0000; 28.07.2000
9182; SCHEIDEL                                ; N; 0000; 0000; 28.07.2000
9183; SCHLINDERMANDERSCHEI                    ; N; 0000; 0000; 28.07.2000
9184; SCHRONDWEILER                           ; N; 0000; 0000; 28.07.2000
9185; RINGEL                                  ; N; 0000; 0000; 30.10.2020
9186; STEGEN                                  ; N; 0000; 0000; 28.07.2000
9188; VICHTEN                                 ; N; 0000; 0000; 28.07.2000
9189; VICHTEN                                 ; N; 0000; 0000; 28.07.2000
9190; VICHTEN                                 ; N; 0000; 0000; 28.07.2000
9191; WELSCHEID                               ; N; 0000; 0000; 28.07.2000
9201; DIEKIRCH                                ; B; 0001; 0099; 28.07.2000
9202; DIEKIRCH                                ; B; 0100; 0199; 28.07.2000
9204; REISDORF                                ; B; 0001; 0099; 28.07.2000
9205; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9206; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9207; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9208; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9209; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9210; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9211; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9212; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9213; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9214; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9215; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9216; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9217; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9218; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9220; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9221; GILSDORF                                ; N; 0000; 0000; 28.07.2000
9224; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9225; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9226; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9227; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9228; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9229; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9230; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9231; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9232; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9233; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9234; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9235; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9236; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9237; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9238; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9239; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9240; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9241; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9242; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9243; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9244; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9245; DIEKIRCH                                ; N; 0000; 0000; 23.01.2012
9249; DIEKIRCH                                ; N; 0000; 0000; 05.06.2012
9250; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9251; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9252; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9253; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9254; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9255; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9256; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9257; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9258; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9259; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9260; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9261; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9262; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9263; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9264; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9265; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9266; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9267; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9268; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9273; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9275; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9276; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9277; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9278; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9279; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9280; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9281; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9282; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9283; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9284; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9285; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9286; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9287; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9288; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9289; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9290; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9291; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9292; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9293; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9294; DIEKIRCH                                ; N; 0000; 0000; 05.06.2012
9330; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9340; FLEBOUR                                 ; N; 0000; 0000; 24.10.2006
9350; BASTENDORF                              ; N; 0000; 0000; 28.07.2000
9351; BASTENDORF                              ; N; 0000; 0000; 28.07.2000
9352; BETTENDORF                              ; N; 0000; 0000; 21.04.2015
9353; BETTENDORF                              ; N; 0000; 0000; 28.07.2000
9354; BETTENDORF                              ; N; 0000; 0000; 28.07.2000
9355; BETTENDORF                              ; N; 0000; 0000; 28.07.2000
9356; BETTENDORF                              ; N; 0000; 0000; 28.07.2000
9357; BETTENDORF                              ; N; 0000; 0000; 28.07.2000
9359; SELZ                                    ; N; 0000; 0000; 28.07.2000
9360; BRANDENBOURG                            ; N; 0000; 0000; 28.07.2000
9361; BRANDENBOURG                            ; N; 0000; 0000; 28.07.2000
9364; KEIWELBACH                              ; N; 0000; 0000; 28.07.2000
9365; EPPELDORF                               ; N; 0000; 0000; 28.07.2000
9366; ERMSDORF                                ; N; 0000; 0000; 28.07.2000
9368; FOLKENDANGE                             ; N; 0000; 0000; 28.07.2000
9369; GILSDORF                                ; N; 0000; 0000; 06.06.2016
9370; DIEKIRCH                                ; N; 0000; 0000; 28.07.2000
9371; GILSDORF                                ; N; 0000; 0000; 28.07.2000
9372; GILSDORF                                ; N; 0000; 0000; 28.07.2000
9373; GILSDORF                                ; N; 0000; 0000; 28.07.2000
9374; GILSDORF                                ; N; 0000; 0000; 26.07.2016
9375; GRALINGEN                               ; N; 0000; 0000; 28.07.2000
9376; HOSCHEID                                ; N; 0000; 0000; 28.07.2000
9377; HOSCHEID                                ; N; 0000; 0000; 28.07.2000
9378; HOSCHEID                                ; N; 0000; 0000; 28.07.2000
9379; DIEKIRCH                                ; N; 0000; 0000; 21.03.2019
9380; MERSCHEIDPUETSCHEID                     ; N; 0000; 0000; 28.07.2000
9381; MOESTROFFDIEKIRCH                       ; N; 0000; 0000; 28.07.2000
9382; MOESTROFFDIEKIRCH                       ; N; 0000; 0000; 28.07.2000
9390; REISDORF                                ; N; 0000; 0000; 28.07.2000
9391; REISDORF                                ; N; 0000; 0000; 28.07.2000
9392; WALLENDORFPONT                          ; N; 0000; 0000; 28.07.2000
9395; TANDEL                                  ; N; 0000; 0000; 28.07.2000
9401; VIANDEN                                 ; B; 0001; 0099; 28.07.2000
9405; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9406; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9407; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9408; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9409; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9410; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
